initial_position,initial_velocity,mass,time,location
2093,231,19.65820096159359
5643,93,33.23173583186472
5066,496,32.878587394917886
1416,545,17.794659776914997
5949,982,35.15665528924604
8360,294,41.6725347577431
6008,991,35.564237748561254
2780,316,23.207271686232062
41,685,2.7043596258865756
9040,584,42.46630838524286
5278,644,31.08242233393475
1476,728,16.321766282501688
7927,166,40.57783338002224
8409,207,39.79469392777228
438,807,10.665511270195525
5078,652,33.162511558006635
2850,828,25.09962108558821
9671,676,44.6218677659213
7481,841,36.92336964307866
8148,576,40.622437195180495
6054,253,36.888810910009305
4702,414,30.56687959319993
2404,998,21.49798035074237
3712,628,28.548482305318018
9372,834,44.13367890889835
4529,675,30.12045228314674
8968,903,42.13139521817128
1825,596,19.40568807343756
408,641,8.624877579746373
5332,548,30.86330267440095
1359,17,17.238264836213364
6785,782,35.76753553998705
7588,955,39.80626772677414
7101,435,38.73541769134278
8006,798,41.53370305422609
8805,499,42.388749896995634
5442,597,33.41178138079728
9291,84,42.04726420292572
4625,738,30.394448008750842
2070,570,19.98829434741455
4389,177,28.707530333142095
6420,494,38.41860890023817
3981,795,28.548673616973172
2235,26,20.807047877793877
5670,363,32.557542487501806
67,221,2.412147038949192
7719,432,38.737386495254746
5054,241,33.669269815375976
2610,389,21.13997602793243
9272,443,44.55371997464041
6979,375,36.331126237644256
134,934,5.295040739079285
5844,227,34.722893253576046
6780,611,38.085003191460004
7674,84,40.60633951255667
8410,624,41.10668445291155
9719,68,43.33160578011976
8345,973,41.28306781803578
459,798,9.890256113553884
361,948,9.305998215843614
6145,282,33.63185836769088
7847,400,41.183964795225435
4924,327,30.817298093013818
5713,376,33.07249873491148
2060,813,20.353829623874358
441,766,11.216481335637539
9655,897,43.15786035263811
78,319,3.81196142558606
2936,111,25.035525316781804
1579,226,18.031965177064837
409,210,10.25703863541061
8436,769,41.35741702726375
4476,391,32.08586537392276
1381,677,16.992148625394716
8120,993,40.028400136913014
7380,305,39.73084071935417
2481,187,24.554916797902667
1622,96,17.902543038716818
2671,676,23.458955653762366
4829,495,31.7058835831107
8500,838,42.14119355941402
8084,284,39.92174766713283
3769,605,28.920092672292864
8853,873,43.35927682587681
1528,31,17.911904114700953
2285,352,20.899573297251024
5658,487,34.28427747504804
9694,988,45.4819657795566
392,717,8.986936959311587
3335,945,26.48802986567563
4010,421,28.96856566493927
6557,639,38.99314975058437
6242,953,34.62647773595222
3293,154,25.425359693324182
4423,161,30.053005717885167
1884,195,18.99378755311747
4684,235,31.1458693861314
9568,547,42.996602283911436
7536,277,37.44460035415436
5213,510,33.88823428210286
3443,30,26.44901622437597
6882,601,36.814521019048655
3116,972,25.633814627320792
3488,900,27.756716806370566
3623,883,27.80847239927616
5005,68,31.484978328531614
8782,301,40.82193986445467
9704,678,44.2118113022776
9454,953,42.540054482732906
4553,233,30.659736631612244
8825,619,41.75801412042977
4052,70,27.919615055065602
7173,653,38.26604782455332
7433,875,39.298325406297195
1267,626,14.510363709582357
7789,784,42.082762259581116
2544,673,21.685488857918617
9388,64,42.87767866881994
365,359,9.121447639403923
5925,268,34.05859042574438
3017,539,25.345228435748222
9249,550,42.92110489239696
8391,195,41.11909974389305
723,531,12.571738489030409
9040,967,44.15461521638012
5631,82,34.810164696422476
1468,518,18.23635330407775
5219,339,32.446885776991465
5585,242,32.17440371465749
7421,900,39.71039969065876
7677,937,39.28370636747836
139,930,5.817527109088117
7345,290,37.790624912254124
9639,546,43.68494973008592
869,72,13.948165395491179
5581,649,34.26643337072027
9731,345,45.49059774658685
7171,933,36.99216156935723
2029,19,23.328248661661288
9400,723,44.49337031557345
5522,548,32.96511011545841
8852,8,40.216461803365
644,920,11.32865613541095
3125,146,24.457999790217308
5267,535,31.32525949703204
7834,94,41.489858395143045
3014,99,25.79571543162178
5472,234,34.619342893566326
219,907,6.988045653898814
4614,347,31.87290519705525
4111,747,29.989207731682573
5247,145,34.13055592382863
9216,663,43.091897112598375
5912,987,36.12064788509898
6881,948,36.91904748029188
5999,224,33.31873933853188
6426,885,37.62473343192991
3072,138,23.359759171452527
4708,596,30.595179396032417
8624,715,42.16527761184237
479,845,11.549144067436774
263,109,6.206137376847968
8240,633,41.308137063248154
1366,313,16.624818977545996
3730,369,29.383761550991906
7325,498,37.06957493757738
8329,613,42.30058284812397
7594,292,38.81169796403429
8189,73,40.390561720016876
4341,781,30.187512642913344
4936,731,30.736330971454397
1490,724,18.289674680460916
3811,408,29.46375587586975
2989,156,25.741927139787304
7597,12,38.98559606697469
4091,71,26.345973230945827
6858,945,39.484076332062365
7935,863,39.54342637545896
7586,421,40.69451176970051
1660,550,17.34028628568516
1055,686,13.768376703589157
5984,915,34.96612506947687
1214,222,15.851389424151952
5929,13,34.7971752313203
5361,580,32.759264744567986
8205,568,41.89116580479335
6995,527,38.32963644646804
7239,89,39.618908994677845
2581,630,22.190849889436688
6688,14,35.73482713549588
3331,92,27.40456410489262
4976,575,32.19980510622146
4378,828,29.701153470887714
1733,757,18.31471598379848
6361,601,36.09019138950908
6900,154,37.644043492325494
2955,261,24.386078356149746
9591,412,43.89393828016867
5029,932,30.757616271621938
108,521,4.934402474353794
8147,747,41.04274283449559
4648,467,30.34806212746307
5418,165,33.74395692326392
7981,448,40.61438517914295
254,809,6.494652818723451
9086,493,42.41789660881629
5608,76,34.944088130059
4931,51,32.23322660701946
4018,490,27.01030823430734
8825,761,41.69455197567493
7135,775,37.4953790711623
899,5,13.57533033888835
9058,664,42.76552563434539
7571,428,39.496357817628024
2354,565,23.08643751667357
3130,955,24.782792910486087
3778,967,27.000038865323436
1917,750,18.913837220686467
4904,40,32.5203838696887
5731,54,33.439097139928634
7529,253,40.726154920753565
2647,368,22.888872109133388
1094,455,16.298740360491458
6091,846,35.109714589923115
1374,438,15.505537019432843
8358,897,41.046935213313695
1141,743,13.767351992456032
8983,428,42.59926373307948
5848,185,32.947997794305486
577,161,9.794961681929486
6268,144,36.14754689614752
266,168,7.426204234409395
2519,633,20.362101122431213
9611,394,43.97282776744848
2116,602,18.814517955385625
1408,11,18.71365011037114
4726,836,30.375175265112812
16,228,3.5408777993770117
7758,527,39.544606377926215
9447,401,45.62967541705359
5699,412,34.594283061761715
2007,516,20.87425363458827
4235,810,29.895384709260053
365,376,8.69307591527409
7234,760,39.21434762067031
1103,993,16.360565752519292
1777,700,19.968270305914775
5745,948,34.62962881211691
3201,678,24.775991480524247
4859,464,31.636852828136632
5443,382,34.708284037056806
7096,745,37.13461415449724
7594,717,39.213591825975215
7547,750,39.285584971703344
3877,344,28.005286331424983
3791,230,27.168904916575535
396,406,9.606240050140979
1992,638,19.588497956600698
5947,496,34.580653009820836
9956,870,45.789419383384605
1398,34,16.168099356875775
5120,850,32.35464846482608
953,671,11.455017694024534
6210,701,34.542939688100226
2150,233,22.84496352905353
2155,805,21.915030523371144
7733,891,39.96821325948671
4356,122,30.87761594724163
5142,40,32.727339831478865
7697,878,39.30583959381892
3391,501,25.78477185581915
3792,695,26.598450980491165
9774,150,45.11106223803827
7199,955,37.68265602792524
4165,957,28.80425411282814
48,853,2.8803480871698985
493,883,10.644762716888962
451,35,9.08885325518181
9186,288,44.384212009268765
6889,265,39.264534900432906
8810,161,40.819354343490296
6900,752,37.45205921331773
7906,403,38.524087683658585
2988,649,24.842585115567104
8261,381,43.44193461069882
8296,666,40.47287005225794
6872,479,37.010946375737184
4685,843,31.578009971212843
1565,417,17.79648382358536
3447,402,26.55823987053831
9158,742,42.41887007577916
9945,679,45.69895311503788
6018,392,34.68986519272031
5896,493,35.167871344116875
4874,468,31.49934495009868
2252,877,22.65661330742201
7878,940,40.40978481395889
4037,888,27.456319008242875
9702,888,44.61255008279592
2737,685,24.02311346948049
7289,541,38.11872750866753
9474,442,43.01319508336056
6130,675,34.32103028971977
8709,711,43.2427698590579
3306,859,26.8395404689018
1867,222,17.543575789180984
3908,484,28.158136831203866
1491,880,18.7209722607531
9333,890,43.07778135457461
9179,915,43.22883560469069
3248,421,25.95822350042273
8557,716,43.22261300331465
8540,580,40.853512659409766
253,365,6.756891941676448
7065,365,38.62242169160254
4189,356,30.379281785430454
6014,434,34.480884499730166
5075,360,32.001819064378786
1506,486,18.228984301580446
5469,614,33.84507043127192
9009,378,45.48827164079799
5429,76,32.07629451720564
4079,30,30.003879661625945
3226,742,25.512379804616565
9887,573,45.13972377120745
9712,648,43.257178664551965
7563,453,39.54800920978122
1738,351,19.46833410695547
4004,602,28.355622438524964
4498,507,31.014555632249944
8316,557,41.74600508017853
3714,100,30.452790685861817
6581,283,37.00592805112414
9739,304,44.579011799269814
7474,794,40.15366141754377
1916,595,18.738728250069425
6144,913,36.17955051189187
7233,769,37.88889723636177
1697,203,18.48429864236687
3164,993,23.690192108718584
4168,413,29.760365431720533
7734,185,39.25001165287031
2926,646,23.491167216462706
1175,89,16.94738134632081
6726,547,37.01413563030629
5354,559,32.42898875344943
1527,543,17.644905022181447
7298,10,37.371905310053265
5157,292,33.88596839043021
3671,307,28.19181461289275
6585,132,36.01558173668965
1794,268,20.68790619426791
7552,591,40.82710169424977
9432,780,45.993339072735395
9955,67,44.97790598853998
1003,257,14.455598312168197
5206,632,31.734230017997213
5216,91,33.264639844488215
5693,678,34.096371594692094
6032,245,36.81937358531033
6374,21,36.85128257555673
3708,403,28.29584149876576
3020,80,24.727162784072497
3723,155,27.360397015622237
2545,550,23.324705980026085
9794,130,44.19903096094769
8163,583,40.10248980273085
2439,477,22.903693149784598
7329,451,39.58151944695813
142,374,5.463610510795069
714,900,13.865455975563615
2023,960,21.15715338594755
7420,869,36.79534947742874
6000,561,33.07493425650488
8350,486,38.94484387674352
4552,260,30.194627261531043
3132,620,26.455353172856334
4158,485,29.702673239432666
209,459,6.908741816418775
43,13,4.097431597105316
2088,335,23.761826082769016
6268,419,36.291276561995865
2992,973,24.28372700521315
8084,203,40.49484312210859
9574,825,44.207991535121685
4018,46,28.44984174602643
5512,867,34.004395612905334
6599,105,35.15991737895772
5649,393,33.699810808525385
1741,917,18.666276530519763
4017,513,27.484972344975212
964,77,13.25978078876475
95,305,4.26894089338902
1189,588,15.595197102279613
4464,363,29.114016474609876
4445,545,29.963706332385886
1592,492,18.45775206644156
1183,679,17.526075803481802
8944,672,43.387440872607954
8707,259,41.7715689800998
5179,611,32.50287092262771
5219,913,33.283370159041176
6788,862,35.95193137730248
8213,701,43.56498527409548
3437,494,27.016920072497573
